,f1_compare,f1_score,no_view_word
0,0.6206896551724137,0.6206896551724137,10
1,0.6206896551724137,0.6000000000000001,9
2,0.6206896551724137,0.6029411764705882,8
3,0.6206896551724137,0.5864661654135339,7
4,0.6206896551724137,0.6000000000000001,6
5,0.6206896551724137,0.591304347826087,5
6,0.6206896551724137,0.5585585585585585,4
7,0.6206896551724137,0.358974358974359,3
8,0.6206896551724137,0.24999999999999997,2
