name,economic_condition,fiscal_analysis,fiscal_stance,fiscal_stance_dum,monetary_policy,no_topic,other_policies,risk
20100423,0.020833333333333332,0.10416666666666667,0.3125,0.3125,0.16666666666666666,0,0.08333333333333333,0.0
20150209,0.0,0.06542056074766354,0.3364485981308411,0.3364485981308411,0.08411214953271028,0,0.16822429906542055,0.009345794392523364
20100904,0.0,0.09230769230769231,0.35384615384615387,0.35384615384615387,0.07692307692307693,0,0.12307692307692308,0.0
20091107,0.0,0.0759493670886076,0.34177215189873417,0.34177215189873417,0.1518987341772152,0,0.08860759493670886,0.0
20110709,0.0,0.06779661016949153,0.3559322033898305,0.3559322033898305,0.13559322033898305,0,0.0847457627118644,0.0
20100604,0.1,0.2,0.3,0.3,0.1,0,0.0,0.0
20090924,0.0,0.125,0.3125,0.3125,0.0625,0,0.1875,0.0
20121105,0.0136986301369863,0.0684931506849315,0.3287671232876712,0.3287671232876712,0.1095890410958904,0,0.1506849315068493,0.0
20111015,0.0,0.06896551724137931,0.3620689655172414,0.3620689655172414,0.06896551724137931,0,0.13793103448275862,0.0
20140917,0.0,0.09243697478991597,0.3445378151260504,0.3445378151260504,0.09243697478991597,0,0.12605042016806722,0.0
20100227,0.0,0.1282051282051282,0.3333333333333333,0.3333333333333333,0.11538461538461539,0,0.08974358974358974,0.0
20101021,0.02857142857142857,0.17142857142857143,0.3142857142857143,0.3142857142857143,0.08571428571428572,0,0.08571428571428572,0.0
20120225,0.0,0.075,0.35,0.35,0.1,0,0.125,0.0
20141115,0.0,0.09836065573770492,0.3442622950819672,0.3442622950819672,0.11475409836065574,0,0.09836065573770492,0.0
20130719,0.009433962264150943,0.11320754716981132,0.330188679245283,0.330188679245283,0.10377358490566038,0,0.11320754716981132,0.0
20160721,0.01098901098901099,0.0989010989010989,0.32967032967032966,0.32967032967032966,0.06593406593406594,0,0.16483516483516483,0.0
20090903,0.0,0.16161616161616163,0.32323232323232326,0.32323232323232326,0.09090909090909091,0,0.10101010101010101,0.0
20171006,0.04054054054054054,0.12162162162162163,0.3108108108108108,0.3108108108108108,0.05405405405405406,0,0.16216216216216217,0.0
20090708,0.0,0.12087912087912088,0.32967032967032966,0.32967032967032966,0.12087912087912088,0,0.0989010989010989,0.0
20170314,0.0,0.10810810810810811,0.35135135135135137,0.35135135135135137,0.05405405405405406,0,0.13513513513513514,0.0
20130418,0.0,0.07575757575757576,0.3484848484848485,0.3484848484848485,0.12121212121212122,0,0.10606060606060606,0.0
20160226,0.009523809523809525,0.12380952380952381,0.3333333333333333,0.3333333333333333,0.0380952380952381,0,0.1619047619047619,0.0
20110415,0.0,0.13793103448275862,0.3448275862068966,0.3448275862068966,0.034482758620689655,0,0.13793103448275862,0.0
20151115,0.0,0.06382978723404255,0.3191489361702128,0.3191489361702128,0.10638297872340426,0,0.19148936170212766,0.0
20130905,0.0,0.03225806451612903,0.3548387096774194,0.3548387096774194,0.11290322580645161,0,0.14516129032258066,0.0
20160901,0.0,0.11,0.32,0.32,0.05,0,0.2,0.0
20170705,0.021739130434782608,0.13043478260869565,0.32608695652173914,0.32608695652173914,0.043478260869565216,0,0.15217391304347827,0.0
20110218,0.0,0.0,0.3448275862068966,0.3448275862068966,0.13793103448275862,0,0.1724137931034483,0.0
20130221,0.0196078431372549,0.0784313725490196,0.3137254901960784,0.3137254901960784,0.13725490196078433,0,0.13725490196078433,0.0
20140219,0.0,0.08536585365853659,0.34146341463414637,0.34146341463414637,0.08536585365853659,0,0.14634146341463414,0.0
20120120,0.0,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0,0.08888888888888889,0.0
20150904,0.012048192771084338,0.0963855421686747,0.3253012048192771,0.3253012048192771,0.10843373493975904,0,0.13253012048192772,0.0
