name,fiscal_stance
20100423,-8.0
20150209,1.0
20100904,-2.75
20091107,-16.0
20110709,4.0
20100604,0.0
20090924,0.0
20121105,-1.0
20111015,2.0
20140917,0.0
20100227,-9.0
20101021,-7.5
20120225,3.0
20141115,-5.5
20130719,-7.5
20160721,-4.0
20090903,-1.0
20171006,-1.0
20090708,-6.5
20170314,-0.5
20130418,-4.0
20160226,0.5
20110415,-4.0
20151115,2.0
20130905,-7.5
20160901,0.0
20170705,-4.0
20110218,2.0
20130221,0.0
20140219,-2.0
20120120,0.0
20150904,2.0
